国家,年份,预期寿命,成人死亡率,婴儿死亡数,酒精消费,五岁以下死亡数,乙肝疫苗接种率,麻疹病例数,BMI指数,脊髓灰质炎疫苗接种率,白喉疫苗接种率,HIV/AIDS死亡率,GDP人均,人口数量(百万),10-19岁消瘦率,5-9岁消瘦率,受教育年限,发达国家,发展中国家
El Salvador,2002,69.4,216.117,24.7,2.85,29.6,81,81,26.2,81,81,0.37,3029,5.96,2.0,1.9,5.5,0,1
El Salvador,2001,69.2,218.122,26.0,2.76,31.3,75,79,26.1,94,92,0.39,2999,5.93,2.1,2.0,5.3,0,1
El Salvador,2000,68.9,220.1275,27.4,2.65,33.2,99,79,26.0,98,99,0.41,2993,5.89,2.1,2.0,5.2,0,1
Equatorial Guinea,2015,57.4,328.8035,67.6,8.11,93.2,40,64,23.9,37,16,4.2,11283,1.17,8.4,8.3,5.5,0,1
Equatorial Guinea,2014,57.0,327.5505,69.9,8.64,96.8,53,64,23.9,55,20,4.04,12927,1.12,8.5,8.4,5.5,0,1
Equatorial Guinea,2013,56.6,326.2985,72.1,8.95,100.2,46,64,23.8,57,30,4.43,13422,1.08,8.6,8.6,5.5,0,1
Equatorial Guinea,2012,56.3,325.0465,74.3,9.79,103.6,46,64,23.7,58,24,4.63,14614,1.03,8.7,8.7,5.5,0,1
Equatorial Guinea,2011,55.9,327.4155,76.7,9.38,107.4,46,64,23.6,60,41,4.58,14099,0.99,8.9,8.8,5.5,0,1
Equatorial Guinea,2010,55.6,329.7845,79.1,8.96,111.2,46,64,23.5,61,44,4.42,13841,0.94,9.0,9.0,5.5,0,1
Equatorial Guinea,2009,55.3,332.154,81.7,7.2,115.3,46,64,23.4,59,43,4.39,15906,0.9,9.2,9.2,5.5,0,1
Equatorial Guinea,2008,55.1,334.523,84.5,7.71,119.7,46,64,23.4,57,42,4.23,16439,0.86,9.3,9.3,5.4,0,1
Equatorial Guinea,2007,54.8,336.8925,87.4,8.31,124.4,46,64,23.3,55,41,4.21,14620,0.82,9.5,9.5,5.4,0,1
Equatorial Guinea,2006,54.6,335.756,90.3,8.7,129.0,46,64,23.2,53,40,4.02,13283,0.78,9.7,9.6,5.4,0,1
Equatorial Guinea,2005,54.4,334.6205,93.2,7.82,133.5,46,64,23.1,51,39,4.01,12908,0.75,9.8,9.8,5.4,0,1
Equatorial Guinea,2004,54.3,333.4845,96.1,8.11,138.2,46,64,23.0,49,38,3.86,11559,0.72,1.0,1.0,5.4,0,1
Equatorial Guinea,2003,54.1,332.349,99.0,7.87,142.8,46,64,22.9,47,37,3.69,8745,0.69,1.2,1.1,5.4,0,1
Equatorial Guinea,2002,53.8,331.213,101.7,7.12,147.1,46,64,22.8,45,36,3.61,8004,0.66,1.4,1.3,5.4,0,1
Equatorial Guinea,2001,53.6,332.218,104.4,6.79,151.4,46,64,22.7,43,35,3.44,6983,0.63,1.6,1.4,5.4,0,1
Equatorial Guinea,2000,53.3,333.2235,107.1,6.7,155.7,46,64,22.6,41,34,3.27,4454,0.61,1.7,1.6,5.4,0,1
Eritrea,2015,64.7,255.781,34.0,1.03,46.3,95,88,20.7,95,95,0.1,9011,0.35,8.4,8.2,3.9,0,1
Eritrea,2014,64.2,261.8635,34.9,1.03,47.9,94,88,20.6,94,94,0.13,828,3.41,8.5,8.3,3.9,0,1
Eritrea,2013,63.7,267.946,35.8,1.03,49.5,94,88,20.6,94,94,0.16,761,3.34,8.6,8.4,3.9,0,1
Eritrea,2012,63.2,274.029,36.8,1.03,51.2,94,88,20.6,94,94,0.18,699,3.28,8.7,8.6,3.9,0,1
Eritrea,2011,62.7,281.703,37.9,1.19,53.1,96,88,20.6,94,96,0.22,701,3.21,8.8,8.7,3.9,0,1
Eritrea,2010,62.2,289.377,39.0,1.13,55.1,95,88,20.5,95,90,0.25,654,3.17,8.9,8.8,3.9,0,1
Eritrea,2009,61.6,297.051,40.2,0.85,57.1,92,88,20.5,95,92,0.28,650,3.12,9.0,8.9,3.8,0,1
Eritrea,2008,61.0,304.7255,41.5,0.66,59.4,94,88,20.5,95,94,0.29,638,3.06,9.1,9.1,3.8,0,1
Eritrea,2007,60.2,312.3995,43.0,1.75,61.9,91,88,20.4,95,91,0.3,722,3.0,9.2,9.2,3.8,0,1
Eritrea,2006,59.5,324.3455,44.5,1.29,64.6,94,88,20.4,94,94,0.35,731,2.92,9.3,9.3,3.7,0,1
Eritrea,2005,58.7,336.291,46.1,1.18,67.5,96,88,20.4,96,96,0.38,762,2.83,9.4,9.5,3.7,0,1
Eritrea,2004,57.9,348.2365,47.8,0.72,70.5,84,88,20.3,98,98,0.43,772,2.72,9.6,9.6,3.7,0,1
Eritrea,2003,57.2,360.1825,49.6,0.62,73.8,91,88,20.3,95,93,0.47,796,2.6,9.7,9.7,3.7,0,1
Eritrea,2002,56.5,372.128,51.6,0.89,77.3,86,88,20.2,92,90,0.51,857,2.48,9.9,9.9,3.7,0,1
Eritrea,2001,55.9,371.292,53.8,0.67,81.1,87,88,20.2,89,86,0.59,870,2.37,1.0,1.0,3.7,0,1
Eritrea,2000,55.3,370.455,56.1,0.88,85.2,87,88,20.1,82,81,0.7,828,2.29,1.2,1.1,3.7,0,1
Estonia,2015,77.6,116.351,2.4,16.72,3.1,91,92,26.4,93,93,0.08,17402,1.32,1.9,1.9,12.7,1,0
Estonia,2014,77.0,123.2,2.6,17.29,3.3,93,93,26.3,93,93,0.08,17097,1.31,1.9,1.9,12.6,1,0
Estonia,2013,77.1,118.171,2.8,17.75,3.6,93,92,26.3,94,94,0.08,16553,1.32,1.9,1.9,12.6,1,0
Estonia,2012,76.3,133.087,3.0,16.96,3.9,94,94,26.2,94,94,0.08,16257,1.32,1.9,1.9,12.5,1,0
Estonia,2011,76.2,137.323,3.3,16.27,4.2,94,95,26.2,93,93,0.08,15693,1.33,1.9,2.0,12.5,1,0
Estonia,2010,75.4,135.396,3.6,14.97,4.6,94,95,26.1,94,94,0.08,14586,1.33,1.9,2.0,12.5,1,0
Estonia,2009,74.8,153.3555,4.0,14.66,5.0,95,96,26.1,95,95,0.08,14205,1.33,2.0,2.0,12.4,1,0
Estonia,2008,73.8,164.1015,4.3,16.61,5.5,94,97,26.0,95,95,0.08,16608,1.34,2.0,2.1,12.3,1,0
Estonia,2007,72.8,184.639,4.7,17.47,6.0,95,96,26.0,95,95,0.08,17459,1.34,2.0,2.1,12.2,1,0
Estonia,2006,72.7,184.2685,5.2,17.87,6.6,95,98,25.9,95,95,0.08,16155,1.35,2.1,2.2,12.2,1,0
Estonia,2005,72.6,186.7535,5.7,16.58,7.2,95,98,25.8,96,96,0.08,14631,1.35,2.1,2.2,12.1,1,0
Estonia,2004,71.9,194.0975,6.2,15.52,7.8,90,97,25.8,95,94,0.08,13283,1.36,2.2,2.3,12.0,1,0
Estonia,2003,71.3,199.678,6.7,11.64,8.5,93,96,25.7,95,94,0.08,12362,1.37,2.2,2.3,11.9,1,0
Estonia,2002,70.9,211.7,7.3,12.16,9.3,93,94,25.6,94,94,0.08,11417,1.38,2.3,2.4,11.9,1,0
Estonia,2001,70.3,223.511,8.0,10.1,10.1,93,84,25.5,94,94,0.08,10626,1.39,2.4,2.5,11.8,1,0
Estonia,2000,70.4,213.0375,8.7,9.03,10.9,93,89,25.4,93,93,0.08,9960,1.4,2.5,2.5,11.7,1,0
Eswatini,2015,55.4,434.821,45.2,7.49,57.2,90,83,26.8,84,90,14.3,3680,1.1,4.0,4.1,6.5,0,1
Eswatini,2014,53.6,443.15,50.1,7.28,62.4,98,89,26.7,98,98,15.74,3630,1.1,4.3,4.3,6.5,0,1
Eswatini,2013,51.7,451.479,49.5,7.36,62.5,98,89,26.6,98,98,15.83,3624,1.09,4.5,4.6,6.3,0,1
Eswatini,2012,49.9,459.807,50.6,6.49,66.0,95,52,26.5,92,95,15.74,3513,1.08,4.8,4.9,6.1,0,1
Eswatini,2011,48.1,483.806,51.5,6.89,73.4,91,92,26.4,85,91,15.78,3356,1.07,5.1,5.2,5.9,0,1
Eswatini,2010,46.6,507.805,54.7,6.49,85.5,89,99,26.4,89,89,16.96,3304,1.06,5.4,5.6,5.7,0,1
Eswatini,2009,45.3,531.8035,57.9,5.65,96.0,88,99,26.3,89,88,17.36,3206,1.06,5.8,5.9,5.6,0,1
Eswatini,2008,44.2,555.8025,61.1,5.64,101.9,90,99,26.2,89,88,18.5,3179,1.05,6.1,6.3,5.4,0,1
Eswatini,2007,43.3,579.801,59.3,6.34,103.8,92,99,26.1,88,87,18.67,3175,1.04,6.5,6.7,5.3,0,1
Eswatini,2006,42.7,588.7775,58.8,6.26,109.0,93,99,26.0,88,87,18.94,3060,1.04,6.9,7.1,5.1,0,1
Eswatini,2005,42.5,597.7545,68.3,5.05,119.4,95,99,25.9,88,86,19.87,2902,1.03,7.3,7.5,4.5,0,1
Eswatini,2004,42.7,606.731,69.1,5.76,119.7,93,99,25.8,88,86,19.93,2749,1.03,7.7,7.9,4.0,0,1
Eswatini,2003,43.4,615.708,69.8,5.62,119.2,90,99,25.7,87,85,20.22,2662,1.02,8.2,8.4,3.4,0,1
Eswatini,2002,44.4,624.685,69.6,5.51,117.7,88,99,25.6,87,85,20.31,2572,1.02,8.6,8.8,3.6,0,1
Eswatini,2001,45.8,591.9355,69.0,6.7,115.8,86,99,25.6,87,84,20.8,2477,1.01,9.0,9.2,3.7,0,1
Eswatini,2000,47.5,559.1865,67.8,6.8,112.2,83,99,25.5,87,84,21.68,2472,1.01,9.4,9.6,3.9,0,1
Ethiopia,2015,65.0,224.423,43.2,0.76,62.4,77,64,20.5,75,77,0.19,641,100.84,1.4,1.2,2.6,0,1
Ethiopia,2014,64.5,229.3955,45.2,0.65,65.9,77,64,20.5,68,77,0.22,596,98.09,1.5,1.3,2.5,0,1
Ethiopia,2013,64.0,234.3685,47.3,0.57,69.6,72,64,20.5,70,72,0.25,556,95.39,1.6,1.4,2.5,0,1
Ethiopia,2012,63.3,239.3415,49.5,0.54,73.5,69,64,20.4,70,69,0.28,518,92.73,1.7,1.5,2.4,0,1
Ethiopia,2011,62.5,252.8295,51.9,0.45,77.7,65,64,20.4,70,65,0.32,490,90.14,1.9,1.6,2.4,0,1
Ethiopia,2010,61.6,266.317,54.3,0.4,82.0,62,64,20.3,69,61,0.36,453,87.64,11.0,1.7,2.3,0,1
Ethiopia,2009,60.6,279.805,57.0,0.32,86.7,56,64,20.3,65,58,0.4,414,85.23,11.1,1.8,2.3,0,1
Ethiopia,2008,59.6,293.293,59.8,0.32,91.6,52,64,20.2,63,54,0.44,391,82.92,11.2,1.9,2.2,0,1
Ethiopia,2007,58.5,306.7815,62.8,0.31,97.0,47,64,20.2,61,50,0.52,363,80.67,11.3,11.0,2.1,0,1
Ethiopia,2006,57.3,322.4755,66.1,0.29,102.8,52,64,20.2,59,46,0.58,335,78.49,11.4,11.1,2.0,0,1
Ethiopia,2005,56.2,338.17,69.5,0.21,108.9,52,64,20.1,56,44,0.65,310,76.35,11.5,11.2,1.9,0,1
Ethiopia,2004,55.2,353.864,73.1,0.21,115.3,52,64,20.1,54,40,0.73,286,74.24,11.5,11.3,1.8,0,1
Ethiopia,2003,54.2,369.5585,76.7,0.14,121.8,52,64,20.0,54,37,0.83,259,72.17,11.6,11.5,1.7,0,1
Ethiopia,2002,53.3,385.253,80.3,0.16,128.3,52,64,20.0,55,35,0.95,272,70.14,11.7,11.6,1.7,0,1
Ethiopia,2001,52.6,386.2285,83.8,0.2,134.6,52,64,19.9,54,32,1.06,276,68.16,11.8,11.7,1.6,0,1
Ethiopia,2000,51.9,387.2035,87.2,0.19,140.7,52,64,19.8,55,30,1.2,262,66.22,11.9,11.8,1.5,0,1
Fiji,2015,67.1,185.858,20.6,2.63,24.4,99,94,27.6,99,99,0.12,5391,0.87,4.0,3.7,10.8,0,1
Fiji,2014,67.0,187.7,20.3,2.67,23.9,99,94,27.5,99,99,0.11,5172,0.87,4.0,3.7,10.5,0,1
Fiji,2013,67.0,189.542,20.1,2.53,23.7,99,94,27.4,99,99,0.11,4902,0.87,4.0,3.7,10.3,0,1
Fiji,2012,66.9,191.3835,20.0,2.43,23.5,99,94,27.3,99,99,0.11,4683,0.87,4.0,3.7,10.1,0,1
Fiji,2011,66.8,194.092,20.0,2.31,23.6,99,94,27.3,99,99,0.1,4627,0.86,4.0,3.7,9.8,0,1
Fiji,2010,66.7,196.8,20.0,2.42,23.6,99,94,27.2,99,99,0.09,4524,0.86,4.0,3.7,9.6,0,1
Fiji,2009,66.6,199.509,20.1,2.32,23.7,99,94,27.1,99,99,0.07,4426,0.85,4.0,3.7,9.5,0,1
Fiji,2008,66.5,202.2175,20.2,1.96,23.8,99,94,27.0,99,99,0.06,4532,0.85,4.0,3.7,9.4,0,1
Fiji,2007,66.4,204.926,20.1,2.1,23.7,99,94,26.9,99,99,0.05,4535,0.84,4.1,3.8,9.3,0,1
Fiji,2006,66.4,207.4675,19.9,2.07,23.4,99,94,26.8,98,98,0.05,4620,0.83,4.1,3.8,9.3,0,1
Fiji,2005,66.3,210.0095,19.7,2.03,23.1,99,74,26.7,97,96,0.04,4570,0.82,4.1,3.8,9.2,0,1
Fiji,2004,66.2,212.551,19.4,2.05,22.8,99,87,26.6,96,95,0.04,4559,0.82,4.2,3.9,9.3,0,1
Fiji,2003,66.2,215.093,19.2,2.07,22.5,99,85,26.5,95,94,0.04,4339,0.82,4.2,3.9,9.3,0,1
Fiji,2002,66.0,217.6345,19.0,2.27,22.4,99,82,26.4,94,93,0.03,4301,0.82,4.2,3.9,9.4,0,1
Fiji,2001,65.9,218.489,19.0,2.35,22.3,98,85,26.4,92,91,0.03,4174,0.81,4.3,4.0,9.5,0,1
Fiji,2000,65.7,219.344,19.1,2.46,22.4,98,84,26.3,91,90,0.03,4107,0.81,4.3,4.0,9.6,0,1
Finland,2015,81.5,68.8685,2.0,8.52,2.5,88,92,25.9,97,97,0.08,42802,5.48,0.9,0.8,12.4,1,0
Finland,2014,81.2,72.193,2.1,8.76,2.6,88,92,25.9,98,98,0.08,42711,5.46,0.9,0.8,12.4,1,0
Finland,2013,81.0,76.567,2.2,9.08,2.7,88,92,26.0,98,98,0.08,43045,5.44,0.9,0.8,12.3,1,0
Finland,2012,80.6,79.341,2.3,9.27,2.8,88,92,26.0,99,99,0.08,43637,5.41,0.9,0.8,12.4,1,0
Finland,2011,80.5,83.0505,2.4,9.81,2.9,88,92,26.0,99,99,0.08,44467,5.39,0.9,0.8,12.3,1,0
Finland,2010,79.9,87.05,2.5,9.72,3.0,88,92,26.0,99,99,0.08,43564,5.36,0.9,0.8,12.3,1,0
Finland,2009,79.7,89.883,2.6,9.96,3.2,88,92,26.0,99,99,0.08,42412,5.34,0.9,0.8,12.2,1,0
Finland,2008,79.6,92.96,2.7,10.26,3.3,88,92,25.9,97,99,0.08,46359,5.31,0.9,0.8,12.2,1,0
Finland,2007,79.3,95.089,2.8,10.45,3.5,88,92,25.9,97,99,0.08,46213,5.29,0.9,0.8,12.0,1,0
Finland,2006,79.2,94.799,3.0,10.15,3.6,88,92,25.9,97,97,0.08,44074,5.27,0.9,0.8,12.0,1,0
Finland,2005,78.8,99.9665,3.1,9.95,3.7,88,92,25.9,97,97,0.08,42531,5.25,0.9,0.8,12.0,1,0
Finland,2004,78.7,98.807,3.2,9.89,3.9,88,92,25.9,96,98,0.08,41522,5.23,0.9,0.8,11.9,1,0
Finland,2003,78.4,96.4225,3.3,9.31,4.0,88,92,25.8,96,98,0.08,40044,5.21,0.9,0.8,9.6,1,0
Finland,2002,78.1,97.1345,3.3,9.25,4.1,88,92,25.8,95,98,0.08,39351,5.2,0.9,0.8,9.5,1,0
Finland,2001,78.0,98.8365,3.4,8.94,4.2,88,92,25.8,95,98,0.08,38785,5.19,0.9,0.8,9.4,1,0
Finland,2000,77.5,103.8765,3.5,8.88,4.3,88,92,25.7,96,99,0.08,37884,5.18,0.9,0.9,9.3,1,0
France,2015,82.3,75.4835,3.2,11.87,4.2,86,79,25.0,97,98,0.09,36653,66.55,0.7,0.6,11.5,1,0
France,2014,82.7,74.8905,3.1,12.07,4.1,83,77,25.0,98,98,0.1,36379,66.31,0.6,0.6,11.4,1,0
France,2013,82.2,77.9145,3.1,11.73,4.1,74,75,25.0,99,99,0.1,36205,66.0,0.6,0.6,11.2,1,0
France,2012,82.0,80.3445,3.1,12.22,4.1,78,72,25.0,99,99,0.1,36183,65.66,0.6,0.6,11.0,1,0
France,2011,82.1,82.572,3.1,12.35,4.2,74,67,25.1,99,99,0.1,36246,65.34,0.6,0.6,10.9,1,0
France,2010,81.7,84.668,3.1,12.3,4.2,65,61,25.1,99,99,0.1,35640,65.03,0.6,0.6,10.9,1,0
France,2009,81.4,86.8955,3.1,12.66,4.3,51,67,25.0,98,98,0.1,35131,64.71,0.6,0.6,10.8,1,0
France,2008,81.2,86.635,3.2,12.53,4.4,47,65,25.0,99,98,0.11,36357,64.37,0.6,0.6,10.7,1,0
France,2007,81.1,87.7925,3.2,12.95,4.4,42,64,25.0,99,98,0.11,36468,64.02,0.6,0.6,10.7,1,0
France,2006,80.8,89.724,3.3,13.05,4.5,39,65,25.0,99,99,0.11,35826,63.62,0.6,0.6,10.6,1,0
France,2005,80.2,91.6715,3.3,12.88,4.6,35,65,25.0,98,98,0.11,35214,63.18,0.6,0.6,10.4,1,0
France,2004,80.2,92.3955,3.4,13.14,4.8,35,65,25.0,99,98,0.11,34900,62.7,0.6,0.6,10.3,1,0
France,2003,79.1,97.437,3.6,13.45,4.9,28,65,24.9,96,97,0.11,34190,62.24,0.6,0.6,10.2,1,0
France,2002,79.3,98.657,3.7,13.92,5.1,29,65,24.9,97,97,0.11,34152,61.81,0.7,0.6,10.1,1,0
France,2001,79.2,99.592,3.9,14.15,5.3,28,65,24.9,98,97,0.11,34015,61.36,0.7,0.6,10.0,1,0
France,2000,79.1,99.7875,4.1,13.92,5.4,26,65,24.8,98,97,0.11,33597,60.91,0.7,0.6,9.8,1,0
Gabon,2015,64.9,238.5125,36.1,8.06,50.3,80,64,25.2,79,80,1.09,7385,1.95,6.1,5.9,8.1,0,1
Gabon,2014,64.3,244.635,37.2,8.21,52.8,70,64,25.1,68,70,1.24,7350,1.88,6.1,6.0,8.1,0,1
Gabon,2013,63.6,250.7575,37.9,7.57,54.9,79,64,25.0,77,79,1.37,7305,1.82,6.2,6.1,8.1,0,1
Gabon,2012,62.9,256.88,39.1,7.47,57.1,82,64,24.9,80,82,1.57,7181,1.75,6.3,6.2,7.8,0,1
Gabon,2011,62.2,266.645,40.4,8.01,59.3,75,64,24.8,75,75,1.73,7086,1.68,6.4,6.3,7.7,0,1
Gabon,2010,61.4,276.4095,41.6,8.36,61.7,67,64,24.7,68,67,1.9,6864,1.62,6.5,6.4,7.6,0,1
Gabon,2009,60.6,286.1745,42.9,8.12,64.2,79,64,24.6,74,76,2.03,6635,1.57,6.7,6.5,7.4,0,1
Gabon,2008,59.9,295.939,43.9,8.31,66.7,82,64,24.6,81,82,2.15,6846,1.52,6.8,6.6,7.3,0,1
Gabon,2007,59.2,305.7035,45.2,8.65,69.2,75,64,24.5,78,81,2.26,7301,1.47,6.9,6.8,7.2,0,1
Gabon,2006,58.6,310.2645,46.6,7.77,71.6,52,64,24.4,44,45,2.5,7092,1.43,7.1,6.9,7.0,0,1
Gabon,2005,58.2,314.8255,47.7,7.56,73.6,70,64,24.3,44,45,2.59,7504,1.39,7.2,7.1,6.9,0,1
Gabon,2004,57.9,319.386,49.0,8.02,75.8,70,64,24.2,44,45,2.84,7507,1.35,7.4,7.2,6.8,0,1
Gabon,2003,57.8,323.9475,50.2,6.41,77.8,70,64,24.0,44,45,3.0,7647,1.32,7.5,7.4,6.6,0,1
Gabon,2002,57.8,328.5085,51.2,8.29,79.6,70,64,23.9,44,45,3.33,7662,1.29,7.7,7.5,6.5,0,1
Gabon,2001,58.0,321.9725,52.3,9.27,81.4,70,64,23.8,44,45,3.6,7867,1.26,7.8,7.7,6.3,0,1
Gabon,2000,58.3,315.436,53.3,8.89,82.9,70,64,23.7,44,45,3.95,7888,1.23,8.0,7.8,6.2,0,1
"Gambia, The",2015,60.9,261.7065,39.7,2.69,59.8,97,64,23.9,96,97,0.96,661,2.09,7.3,7.2,3.4,0,1
"Gambia, The",2014,60.7,264.471,40.9,2.68,62.4,96,64,23.8,97,96,1.04,654,2.02,7.5,7.3,3.3,0,1
"Gambia, The",2013,60.4,267.2355,42.0,2.65,65.0,97,64,23.7,96,97,1.05,684,1.96,7.6,7.5,3.2,0,1
"Gambia, The",2012,60.2,270.0,43.2,2.74,67.7,98,64,23.6,98,98,1.08,685,1.91,7.8,7.7,3.1,0,1
"Gambia, The",2011,59.9,272.4825,44.5,2.7,70.6,96,64,23.5,95,96,1.11,671,1.85,8.0,7.9,2.9,0,1
"Gambia, The",2010,59.6,274.965,45.8,2.82,73.6,97,64,23.4,97,97,1.21,753,1.79,8.2,8.1,2.8,0,1
"Gambia, The",2009,59.3,277.4475,47.1,3.05,76.8,97,64,23.3,97,98,1.29,733,1.74,8.4,8.3,2.7,0,1
"Gambia, The",2008,59.0,279.9295,48.6,2.98,80.3,98,64,23.1,96,96,1.34,708,1.69,8.6,8.5,2.6,0,1
"Gambia, The",2007,58.7,282.4125,50.0,3.19,83.8,97,64,23.0,94,95,1.37,686,1.64,8.8,8.7,2.5,0,1
"Gambia, The",2006,58.3,285.0805,51.5,3.25,87.6,95,64,22.9,94,95,1.39,686,1.59,9.0,8.9,2.5,0,1
"Gambia, The",2005,57.9,287.749,53.1,3.31,91.5,95,64,22.7,94,95,1.44,711,1.54,9.2,9.1,2.4,0,1
"Gambia, The",2004,57.6,290.417,54.7,3.56,95.6,95,64,22.6,88,87,1.48,751,1.5,9.4,9.3,2.3,0,1
"Gambia, The",2003,57.2,293.086,56.4,3.63,99.8,94,64,22.4,87,87,1.55,724,1.45,9.6,9.6,2.2,0,1
"Gambia, The",2002,56.8,295.754,58.1,3.37,104.2,92,64,22.3,86,87,1.59,700,1.4,9.8,9.8,2.1,0,1
"Gambia, The",2001,56.4,298.2375,59.8,3.28,108.7,91,64,22.1,85,87,1.71,747,1.36,1.0,1.0,2.1,0,1
"Gambia, The",2000,56.0,300.7215,61.6,3.16,113.4,91,64,21.9,84,80,1.68,729,1.32,1.2,1.2,2.0,0,1
Georgia,2015,73.0,156.2355,9.4,6.95,10.5,94,91,27.5,91,94,0.14,4014,3.73,2.7,2.8,12.7,0,1
Georgia,2014,72.7,158.8825,9.7,6.49,10.9,91,87,27.3,91,91,0.14,3903,3.72,2.7,2.8,12.6,0,1
Georgia,2013,72.4,161.53,10.2,6.76,11.4,96,89,27.2,94,93,0.14,3739,3.72,2.7,2.8,12.6,0,1
Georgia,2012,72.1,164.177,10.8,7.23,12.1,92,79,27.1,93,92,0.13,3597,3.73,2.6,2.8,12.5,0,1
Georgia,2011,71.8,167.4725,11.6,8.29,13.0,89,77,27.0,88,94,0.13,3357,3.76,2.6,2.8,12.2,0,1
Georgia,2010,71.5,170.768,12.7,7.72,14.2,95,84,26.8,88,92,0.12,3101,3.79,2.6,2.8,12.2,0,1
Georgia,2009,71.2,174.0635,13.9,6.26,15.6,54,71,26.7,93,88,0.12,2897,3.81,2.6,2.8,12.2,0,1
Georgia,2008,70.9,177.359,15.4,7.27,17.2,89,87,26.6,90,92,0.11,2980,3.85,2.6,2.8,12.2,0,1
Georgia,2007,70.8,180.6545,17.1,6.89,19.1,94,92,26.5,88,98,0.09,2901,3.86,2.7,2.9,12.1,0,1
Georgia,2006,70.6,178.319,19.0,5.69,21.3,84,88,26.4,89,88,0.08,2564,3.88,2.7,2.9,12.1,0,1
Georgia,2005,70.5,175.9835,21.0,4.36,23.6,79,87,26.3,82,82,0.07,2330,3.9,2.8,2.9,12.1,0,1
Georgia,2004,70.5,173.648,23.2,2.89,26.2,64,75,26.2,66,78,0.06,2112,3.93,2.8,3.0,12.0,0,1
Georgia,2003,70.3,171.3125,25.5,2.79,28.8,48,57,26.1,74,75,0.05,1984,3.95,2.9,3.0,12.0,0,1
Georgia,2002,70.2,168.977,27.7,2.74,31.5,51,40,26.0,89,84,0.03,1775,3.98,2.9,3.0,11.9,0,1
Georgia,2001,70.1,170.2485,29.9,2.77,34.1,61,57,25.9,83,87,0.03,1668,4.01,3.0,3.1,11.8,0,1
Georgia,2000,69.9,171.5205,31.9,3.29,36.6,55,51,25.8,81,80,0.02,1567,4.08,3.1,3.1,11.7,0,1
Germany,2015,80.6,71.312,3.3,11.06,3.9,88,93,26.5,92,95,0.03,41103,81.69,1.1,1.1,14.1,1,0
Germany,2014,81.1,70.358,3.3,11.07,4.0,88,93,26.5,93,95,0.03,40851,80.98,1.1,1.1,14.0,1,0
Germany,2013,80.5,73.2135,3.3,11.08,4.0,88,93,26.5,93,95,0.03,40135,80.65,1.1,1.1,14.0,1,0
Germany,2012,80.5,73.3235,3.4,11.32,4.0,88,93,26.4,94,95,0.03,40069,80.43,1.1,1.1,14.0,1,0
Germany,2011,80.4,75.779,3.4,11.33,4.1,88,93,26.4,94,95,0.03,39977,80.27,1.1,1.1,13.9,1,0
Germany,2010,80.0,77.604,3.5,11.58,4.2,88,93,26.3,94,95,0.03,37761,81.78,1.1,1.1,13.8,1,0
Germany,2009,79.8,78.907,3.5,11.23,4.3,88,93,26.3,95,96,0.08,36190,81.9,1.1,1.1,13.8,1,0
Germany,2008,79.7,79.5175,3.6,11.37,4.4,87,92,26.2,95,96,0.08,38278,82.11,1.1,1.1,13.7,1,0
Germany,2007,79.5,80.746,3.7,11.51,4.5,86,92,26.2,95,96,0.08,37842,82.27,1.1,1.1,13.7,1,0
Germany,2006,79.1,82.246,3.8,11.76,4.6,87,90,26.1,94,96,0.08,36699,82.38,1.1,1.1,13.6,1,0
Germany,2005,78.9,84.758,3.9,11.68,4.7,90,91,26.1,95,96,0.08,35310,82.47,1.1,1.1,13.3,1,0
Germany,2004,78.7,86.3185,4.0,11.83,4.9,88,89,26.0,96,96,0.08,35034,82.52,1.1,1.1,12.9,1,0
Germany,2003,78.4,90.053,4.1,11.92,5.0,90,83,26.0,96,97,0.08,34620,82.53,1.1,1.1,12.5,1,0
Germany,2002,78.2,91.2495,4.2,12.25,5.1,87,77,25.9,97,93,0.08,34883,82.49,1.2,1.1,12.1,1,0
Germany,2001,78.3,91.975,4.3,12.46,5.2,86,83,25.8,96,93,0.08,35011,82.35,1.2,1.1,11.7,1,0
Germany,2000,77.9,94.405,4.4,12.91,5.4,84,81,25.8,94,90,0.08,34490,82.21,1.2,1.2,11.2,1,0
Ghana,2015,62.8,244.6325,38.8,1.75,54.6,88,63,23.9,88,88,0.84,1774,27.85,6.2,6.1,6.9,0,1
Ghana,2014,62.4,248.088,40.2,1.83,57.1,98,67,23.8,94,98,0.84,1777,27.22,6.4,6.3,6.9,0,1
Ghana,2013,62.1,251.5445,41.8,1.78,59.8,90,54,23.8,91,90,0.88,1768,26.61,6.6,6.4,6.9,0,1
Ghana,2012,61.7,255.0,43.4,1.72,62.7,92,52,23.7,91,92,0.88,1686,26.0,6.7,6.6,6.8,0,1
Ghana,2011,61.4,257.0865,45.2,1.67,65.9,91,58,23.7,91,91,0.93,1580,25.39,6.9,6.8,6.8,0,1
Ghana,2010,61.0,259.173,47.0,1.6,69.1,94,55,23.6,94,94,1.0,1419,24.78,7.1,7.0,6.7,0,1
Ghana,2009,60.6,261.2595,48.8,1.26,72.3,94,55,23.5,94,94,1.06,1348,24.17,7.3,7.2,6.7,0,1
Ghana,2008,60.2,263.346,50.5,1.26,75.3,93,56,23.4,92,93,1.07,1319,23.56,7.5,7.4,6.6,0,1
Ghana,2007,59.7,265.4325,52.1,0.67,78.0,94,55,23.4,94,94,1.15,1240,22.96,7.7,7.6,6.5,0,1
